Ctyname,stname,ststatus,stcode,ctycode,Cases2001,Cases2002,Cases2003,Cases2004,Cases2005,Cases2006,Cases2007,Cases2008,Cases2009,Cases2010,Cases2011,Cases2012,Cases2013,Cases2014,Cases2015,Cases2016,Cases2017,Cases2018,Cases2019,Cases2020,cases2021,cases2022,cases2023
Cocke County,Tennessee,Low Incidence,47,29,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee County,Tennessee,Low Incidence,47,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crockett County,Tennessee,Low Incidence,47,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cumberland County,Tennessee,Low Incidence,47,35,1,1,0,1,0,0,0,0,0,0,0,1,1,2,0,2,1,0,0,0,5,2,4
Davidson County,Tennessee,Low Incidence,47,37,3,2,2,0,1,1,5,3,0,0,6,2,0,5,7,1,6,0,4,1,6,4,3
Decatur County,Tennessee,Low Incidence,47,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeKalb County,Tennessee,Low Incidence,47,41,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Dickson County,Tennessee,Low Incidence,47,43,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,3,0,3,0,1,0,0
Dyer County,Tennessee,Low Incidence,47,45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fayette County,Tennessee,Low Incidence,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fentress County,Tennessee,Low Incidence,47,49,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,5,1,0
Franklin County,Tennessee,Low Incidence,47,51,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibson County,Tennessee,Low Incidence,47,53,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Giles County,Tennessee,Low Incidence,47,55,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Grainger County,Tennessee,Low Incidence,47,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
Greene County,Tennessee,Low Incidence,47,59,0,0,0,0,0,0,0,0,3,2,0,1,1,1,1,0,1,1,1,1,0,1,1
Grundy County,Tennessee,Low Incidence,47,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hamblen County,Tennessee,Low Incidence,47,63,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Hamilton County,Tennessee,Low Incidence,47,65,2,3,2,0,0,0,1,5,2,0,4,1,2,0,0,0,1,0,0,0,1,1,0
Hancock County,Tennessee,Low Incidence,47,67,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Hardeman County,Tennessee,Low Incidence,47,69,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hardin County,Tennessee,Low Incidence,47,71,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hawkins County,Tennessee,Low Incidence,47,73,0,1,0,0,0,0,0,0,1,2,1,1,1,0,1,0,0,0,2,1,1,0,0
Haywood County,Tennessee,Low Incidence,47,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henderson County,Tennessee,Low Incidence,47,77,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Henry County,Tennessee,Low Incidence,47,79,0,1,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Hickman County,Tennessee,Low Incidence,47,81,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Houston County,Tennessee,Low Incidence,47,83,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
Humphreys County,Tennessee,Low Incidence,47,85,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jackson County,Tennessee,Low Incidence,47,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Jefferson County,Tennessee,Low Incidence,47,89,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1
Johnson County,Tennessee,Low Incidence,47,91,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,4
Knox County,Tennessee,Low Incidence,47,93,3,2,1,5,3,3,4,0,1,0,2,0,1,0,0,0,1,4,2,1,4,3,5
Lake County,Tennessee,Low Incidence,47,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lauderdale County,Tennessee,Low Incidence,47,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lawrence County,Tennessee,Low Incidence,47,99,0,1,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0
Lewis County,Tennessee,Low Incidence,47,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lincoln County,Tennessee,Low Incidence,47,103,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loudon County,Tennessee,Low Incidence,47,105,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
McMinn County,Tennessee,Low Incidence,47,107,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McNairy County,Tennessee,Low Incidence,47,109,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Macon County,Tennessee,Low Incidence,47,111,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Madison County,Tennessee,Low Incidence,47,113,0,1,0,0,1,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Marion County,Tennessee,Low Incidence,47,115,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marshall County,Tennessee,Low Incidence,47,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maury County,Tennessee,Low Incidence,47,119,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Meigs County,Tennessee,Low Incidence,47,121,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monroe County,Tennessee,Low Incidence,47,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montgomery County,Tennessee,Low Incidence,47,125,3,4,1,0,0,0,0,1,0,1,0,0,0,0,2,1,0,3,0,1,0,0,1
Moore County,Tennessee,Low Incidence,47,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morgan County,Tennessee,Low Incidence,47,129,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Obion County,Tennessee,Low Incidence,47,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Overton County,Tennessee,Low Incidence,47,133,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,3,1,1
Perry County,Tennessee,Low Incidence,47,135,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Pickett County,Tennessee,Low Incidence,47,137,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
Polk County,Tennessee,Low Incidence,47,139,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Putnam County,Tennessee,Low Incidence,47,141,0,0,0,0,1,1,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,1,0
Rhea County,Tennessee,Low Incidence,47,143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Roane County,Tennessee,Low Incidence,47,145,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Robertson County,Tennessee,Low Incidence,47,147,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,2,0,1
Rutherford County,Tennessee,Low Incidence,47,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
Scott County,Tennessee,Low Incidence,47,151,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0
Sequatchie County,Tennessee,Low Incidence,47,153,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sevier County,Tennessee,Low Incidence,47,155,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0
Shelby County,Tennessee,Low Incidence,47,157,2,0,6,1,2,0,5,5,7,3,5,0,0,0,0,1,2,4,3,1,1,1,0
Smith County,Tennessee,Low Incidence,47,159,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stewart County,Tennessee,Low Incidence,47,161,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sullivan County,Tennessee,Low Incidence,47,163,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,1,4,2,2,1,3,3,3
Sumner County,Tennessee,Low Incidence,47,165,4,2,1,1,0,0,1,0,2,1,1,0,2,0,1,3,3,0,1,1,3,1,2
Tipton County,Tennessee,Low Incidence,47,167,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trousdale County,Tennessee,Low Incidence,47,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Unicoi County,Tennessee,Low Incidence,47,171,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,3
Union County,Tennessee,Low Incidence,47,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Van Buren County,Tennessee,Low Incidence,47,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warren County,Tennessee,Low Incidence,47,177,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington County,Tennessee,Low Incidence,47,179,0,0,0,1,0,0,0,2,5,1,0,3,3,2,1,1,3,2,0,0,1,1,8
Wayne County,Tennessee,Low Incidence,47,181,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weakley County,Tennessee,Low Incidence,47,183,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
White County,Tennessee,Low Incidence,47,185,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
Williamson County,Tennessee,Low Incidence,47,187,0,1,0,1,0,0,1,3,3,2,0,1,3,3,0,0,0,1,1,0,3,0,3
Wilson County,Tennessee,Low Incidence,47,189,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,1,1,0,0,0,0
Anderson County,Texas,Low Incidence,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews County,Texas,Low Incidence,48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angelina County,Texas,Low Incidence,48,5,1,0,0,1,0,0,2,1,0,2,2,3,1,0,0,0,0,0,0,0,0,0,0
Aransas County,Texas,Low Incidence,48,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Archer County,Texas,Low Incidence,48,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0
Armstrong County,Texas,Low Incidence,48,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atascosa County,Texas,Low Incidence,48,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin County,Texas,Low Incidence,48,15,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bailey County,Texas,Low Incidence,48,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bandera County,Texas,Low Incidence,48,19,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bastrop County,Texas,Low Incidence,48,21,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Baylor County,Texas,Low Incidence,48,23,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Bee County,Texas,Low Incidence,48,25,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bell County,Texas,Low Incidence,48,27,0,1,2,3,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,3,1,0,1
Bexar County,Texas,Low Incidence,48,29,0,0,4,6,3,0,1,0,1,0,2,0,1,0,7,5,4,2,0,1,0,1,2
Blanco County,Texas,Low Incidence,48,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Borden County,Texas,Low Incidence,48,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bosque County,Texas,Low Incidence,48,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Bowie County,Texas,Low Incidence,48,37,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0
Brazoria County,Texas,Low Incidence,48,39,0,0,0,0,1,0,1,0,0,0,0,1,2,1,2,1,0,1,0,0,1,0,0
Brazos County,Texas,Low Incidence,48,41,0,2,0,0,0,1,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0
Brewster County,Texas,Low Incidence,48,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Briscoe County,Texas,Low Incidence,48,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brooks County,Texas,Low Incidence,48,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brown County,Texas,Low Incidence,48,49,0,1,1,1,1,1,2,4,23,1,3,5,3,0,0,0,0,0,0,0,0,0,0
Burleson County,Texas,Low Incidence,48,51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burnet County,Texas,Low Incidence,48,53,0,1,4,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0
Caldwell County,Texas,Low Incidence,48,55,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Calhoun County,Texas,Low Incidence,48,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Callahan County,Texas,Low Incidence,48,59,0,0,1,0,0,0,0,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Cameron County,Texas,Low Incidence,48,61,0,1,0,1,2,1,0,1,2,0,0,1,0,0,0,1,0,1,1,0,0,0,1
Camp County,Texas,Low Incidence,48,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carson County,Texas,Low Incidence,48,65,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cass County,Texas,Low Incidence,48,67,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Castro County,Texas,Low Incidence,48,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Chambers County,Texas,Low Incidence,48,71,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Cherokee County,Texas,Low Incidence,48,73,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Childress County,Texas,Low Incidence,48,75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Clay County,Texas,Low Incidence,48,77,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cochran County,Texas,Low Incidence,48,79,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coke County,Texas,Low Incidence,48,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Coleman County,Texas,Low Incidence,48,83,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Collin County,Texas,Low Incidence,48,85,3,9,1,0,1,1,3,9,28,10,1,3,3,2,1,5,0,1,0,1,4,4,1
Collingsworth County,Texas,Low Incidence,48,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado County,Texas,Low Incidence,48,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comal County,Texas,Low Incidence,48,91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comanche County,Texas,Low Incidence,48,93,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Concho County,Texas,Low Incidence,48,95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cooke County,Texas,Low Incidence,48,97,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Coryell County,Texas,Low Incidence,48,99,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0
Cottle County,Texas,Low Incidence,48,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crane County,Texas,Low Incidence,48,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crockett County,Texas,Low Incidence,48,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crosby County,Texas,Low Incidence,48,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culberson County,Texas,Low Incidence,48,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dallam County,Texas,Low Incidence,48,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dallas County,Texas,Low Incidence,48,113,7,23,16,2,1,0,2,4,47,12,3,2,2,4,7,0,4,7,0,1,2,3,3
Dawson County,Texas,Low Incidence,48,115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Deaf Smith County,Texas,Low Incidence,48,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delta County,Texas,Low Incidence,48,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denton County,Texas,Low Incidence,48,121,5,5,5,1,0,0,10,18,23,11,8,5,1,1,0,3,3,2,0,3,1,0,0
DeWitt County,Texas,Low Incidence,48,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dickens County,Texas,Low Incidence,48,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dimmit County,Texas,Low Incidence,48,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donley County,Texas,Low Incidence,48,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duval County,Texas,Low Incidence,48,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastland County,Texas,Low Incidence,48,133,0,0,0,1,0,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ector County,Texas,Low Incidence,48,135,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
Edwards County,Texas,Low Incidence,48,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ellis County,Texas,Low Incidence,48,139,2,1,1,0,0,0,1,4,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0
El Paso County,Texas,Low Incidence,48,141,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,2,2,0,0,0,1,0,2
Erath County,Texas,Low Incidence,48,143,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Falls County,Texas,Low Incidence,48,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fannin County,Texas,Low Incidence,48,147,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fayette County,Texas,Low Incidence,48,149,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Fisher County,Texas,Low Incidence,48,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Floyd County,Texas,Low Incidence,48,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foard County,Texas,Low Incidence,48,155,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Bend County,Texas,Low Incidence,48,157,0,1,0,1,3,1,2,6,3,1,0,1,2,1,0,2,3,0,1,0,1,1,0
Franklin County,Texas,Low Incidence,48,159,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Freestone County,Texas,Low Incidence,48,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Frio County,Texas,Low Incidence,48,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gaines County,Texas,Low Incidence,48,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galveston County,Texas,Low Incidence,48,167,0,0,1,0,0,0,0,1,5,3,0,0,0,2,2,2,0,0,0,0,1,0,1
Garza County,Texas,Low Incidence,48,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gillespie County,Texas,Low Incidence,48,171,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glasscock County,Texas,Low Incidence,48,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goliad County,Texas,Low Incidence,48,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gonzales County,Texas,Low Incidence,48,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gray County,Texas,Low Incidence,48,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Grayson County,Texas,Low Incidence,48,181,0,1,0,0,0,0,0,0,0,3,1,1,0,0,0,2,0,1,0,0,0,0,0
Gregg County,Texas,Low Incidence,48,183,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Grimes County,Texas,Low Incidence,48,185,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Guadalupe County,Texas,Low Incidence,48,187,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hale County,Texas,Low Incidence,48,189,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hall County,Texas,Low Incidence,48,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hamilton County,Texas,Low Incidence,48,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hansford County,Texas,Low Incidence,48,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hardeman County,Texas,Low Incidence,48,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hardin County,Texas,Low Incidence,48,199,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Harris County,Texas,Low Incidence,48,201,1,4,7,6,8,3,4,12,22,31,8,11,11,8,11,8,10,5,1,1,2,4,1
Harrison County,Texas,Low Incidence,48,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hartley County,Texas,Low Incidence,48,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Haskell County,Texas,Low Incidence,48,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hays County,Texas,Low Incidence,48,209,2,3,1,3,4,1,1,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0
Hemphill County,Texas,Low Incidence,48,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Henderson County,Texas,Low Incidence,48,213,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Hidalgo County,Texas,Low Incidence,48,215,0,1,3,2,2,0,1,7,6,3,1,0,1,0,1,2,1,3,0,0,1,0,0
Hill County,Texas,Low Incidence,48,217,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hockley County,Texas,Low Incidence,48,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hood County,Texas,Low Incidence,48,221,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hopkins County,Texas,Low Incidence,48,223,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0
Houston County,Texas,Low Incidence,48,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Howard County,Texas,Low Incidence,48,227,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hudspeth County,Texas,Low Incidence,48,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hunt County,Texas,Low Incidence,48,231,1,0,3,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,2
Hutchinson County,Texas,Low Incidence,48,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irion County,Texas,Low Incidence,48,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack County,Texas,Low Incidence,48,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson County,Texas,Low Incidence,48,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jasper County,Texas,Low Incidence,48,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Davis County,Texas,Low Incidence,48,243,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jefferson County,Texas,Low Incidence,48,245,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0
